vehicle_model,vehicle_usage_type,ambient_temp_c,engine_temp_c,avg_engine_rpm,engine_load_nm,engine_hours,maintenance_required,TWF,HDF,PWF,OSF,RNF,fault_code_count,mileage_km,usage_intensity,days_to_failure
M19011,M,28.75,37.25,1373,48.0,73,1,0,1,0,0,0,1,3285,0.6486486486486487,49
M19012,M,28.850000000000023,37.35000000000002,1425,44.7,76,0,0,0,0,0,0,0,3420,0.5805194805194805,362
M19013,M,28.850000000000023,37.25,1212,55.6,79,1,0,1,0,0,0,1,3555,0.6950000000000001,12
M19014,M,28.850000000000023,37.25,1828,26.3,82,0,0,0,0,0,0,0,3690,0.3168674698795181,344
L51335,L,28.850000000000023,37.35000000000002,1370,44.4,85,1,0,1,0,0,0,1,3825,0.5162790697674419,21
M19016,M,28.850000000000023,37.35000000000002,1823,25.1,87,0,0,0,0,0,0,0,3915,0.2852272727272727,293
L51337,L,28.850000000000023,37.35000000000002,1263,60.6,90,1,0,1,0,0,0,1,4050,0.6659340659340659,29
L51338,L,28.75,37.25,1889,21.5,92,0,0,0,0,0,0,0,4140,0.23118279569892472,363
M19019,M,28.850000000000023,37.35000000000002,1639,32.9,94,0,0,0,0,0,0,0,4230,0.3463157894736842,257
M19020,M,28.850000000000023,37.25,1608,33.1,97,0,0,0,0,0,0,0,4365,0.3377551020408163,298
H33575,H,28.75,37.150000000000034,1653,32.4,100,0,0,0,0,0,0,0,4500,0.3207920792079208,294
L51342,L,28.850000000000023,37.25,1591,29.8,105,0,0,0,0,0,0,0,4725,0.2811320754716981,325
L51343,L,28.950000000000045,37.35000000000002,1696,30.9,107,0,0,0,0,0,0,0,4815,0.2861111111111111,210
L51344,L,29.05000000000001,37.450000000000045,1346,47.5,109,1,0,1,0,0,0,1,4905,0.4318181818181818,48
M19025,M,29.05000000000001,37.35000000000002,1507,40.4,111,0,0,0,0,0,0,0,4995,0.3607142857142857,187
H33580,H,29.150000000000034,37.450000000000045,1525,48.7,114,0,0,0,0,0,0,0,5130,0.42347826086956525,343
M19027,M,29.150000000000034,37.55000000000001,1559,33.9,119,0,0,0,0,0,0,0,5355,0.2825,185
L51348,L,29.05000000000001,37.450000000000045,1632,30.5,122,0,0,0,0,0,0,0,5490,0.24796747967479674,357
L51349,L,28.950000000000045,37.35000000000002,1559,36.0,124,0,0,0,0,0,0,0,5580,0.288,308
M19030,M,29.05000000000001,37.450000000000045,1355,51.5,126,1,0,1,0,0,0,1,5670,0.40551181102362205,9
M19031,M,29.05000000000001,37.35000000000002,1832,23.7,129,0,0,0,0,0,0,0,5805,0.1823076923076923,320
L51352,L,29.05000000000001,37.450000000000045,1386,50.0,132,0,0,0,0,0,0,0,5940,0.37593984962406013,252
M19033,M,29.05000000000001,37.450000000000045,1346,49.2,134,1,0,1,0,0,0,1,6030,0.36444444444444446,19
L51354,L,29.150000000000034,37.55000000000001,1499,37.8,137,0,0,0,0,0,0,0,6165,0.27391304347826084,222
L51355,L,29.150000000000034,37.55000000000001,1612,33.4,139,0,0,0,0,0,0,0,6255,0.23857142857142857,206
M19036,M,29.150000000000034,37.55000000000001,1544,39.7,141,0,0,0,0,0,0,0,6345,0.2795774647887324,179
L51357,L,29.350000000000023,37.75,1477,39.2,144,0,0,0,0,0,0,0,6480,0.2703448275862069,182
L51358,L,29.350000000000023,37.75,1624,34.4,146,0,0,0,0,0,0,0,6570,0.23401360544217686,271
L51359,L,29.25,37.75,1349,46.1,148,1,0,1,0,0,0,1,6660,0.3093959731543624,13
L51360,L,29.25,37.650000000000034,1686,28.8,150,0,0,0,0,0,0,0,6750,0.19072847682119207,244
M19041,M,29.25,37.55000000000001,1521,40.4,152,0,0,0,0,0,0,0,6840,0.26405228758169935,230
L51362,L,29.25,37.55000000000001,1362,54.8,155,1,0,1,0,0,0,1,6975,0.35128205128205126,11
L51363,L,29.150000000000034,37.55000000000001,1402,50.9,157,0,0,0,0,0,0,0,7065,0.3221518987341772,316
L51364,L,29.05000000000001,37.450000000000045,1334,53.2,159,1,0,1,0,0,0,1,7155,0.3325,26
L51365,L,29.05000000000001,37.450000000000045,1348,48.4,161,1,0,1,0,0,0,1,7245,0.29876543209876544,29
M19046,M,29.05000000000001,37.450000000000045,1570,34.6,163,0,0,0,0,0,0,0,7335,0.21097560975609758,195
M19047,M,29.05000000000001,37.55000000000001,1601,33.0,166,0,0,0,0,0,0,0,7470,0.19760479041916168,341
M19048,M,29.150000000000034,37.650000000000034,1611,31.8,169,0,0,0,0,0,0,0,7605,0.18705882352941178,161
L51369,L,29.25,37.75,1560,31.8,172,0,0,0,0,0,0,0,7740,0.1838150289017341,212
H33604,H,29.25,37.75,1444,40.7,174,0,0,0,0,0,0,0,7830,0.2325714285714286,348
L51371,L,29.25,37.85000000000002,1317,59.4,179,0,0,0,0,0,0,0,8055,0.33,283
M19052,M,29.350000000000023,37.85000000000002,1463,43.1,181,0,0,0,0,0,0,0,8145,0.23681318681318683,286
L51373,L,29.25,37.950000000000045,1634,34.2,184,0,0,0,0,0,0,0,8280,0.1848648648648649,209
L51374,L,29.25,37.85000000000002,1423,46.2,186,0,0,0,0,0,0,0,8370,0.24705882352941178,344
L51375,L,29.350000000000023,37.85000000000002,1548,38.4,188,0,0,0,0,0,0,0,8460,0.20317460317460317,176
M19056,M,29.350000000000023,37.85000000000002,1563,35.6,190,0,0,0,0,0,0,0,8550,0.18638743455497384,202
L51377,L,29.25,37.85000000000002,1573,36.5,193,0,0,0,0,0,0,0,8685,0.18814432989690721,174
M19058,M,29.25,37.950000000000045,1432,44.5,195,0,0,0,0,0,0,0,8775,0.22704081632653061,201
M19059,M,29.350000000000023,37.950000000000045,1638,32.0,198,0,0,0,0,0,0,0,8910,0.16080402010050251,197
L51380,L,29.350000000000023,37.950000000000045,1571,34.2,201,0,0,0,0,0,0,0,9045,0.16930693069306932,339
L51381,L,29.25,37.85000000000002,2211,15.4,203,0,0,0,0,0,0,0,9135,0.07549019607843137,269
L51382,L,29.25,37.85000000000002,1555,40.6,205,0,0,0,0,0,0,0,9225,0.19708737864077672,191
M19063,M,29.150000000000034,37.75,1558,31.9,207,0,0,0,0,0,0,0,9315,0.1533653846153846,246
M19064,M,29.150000000000034,37.75,1523,43.2,210,0,0,0,0,0,0,0,9450,0.204739336492891,354
L51385,L,29.150000000000034,37.650000000000034,1723,26.3,213,0,0,0,0,0,0,0,9585,0.12289719626168225,217
M19066,M,29.150000000000034,37.650000000000034,1721,28.4,215,0,0,0,0,0,0,0,9675,0.13148148148148148,179
M19067,M,29.150000000000034,37.75,1710,30.4,218,1,1,0,0,0,0,1,9810,0.13881278538812786,35
M19068,M,29.150000000000034,37.75,1627,32.3,0,0,0,0,0,0,0,0,0,32.3,269
M19069,M,29.05000000000001,37.650000000000034,1422,47.0,3,0,0,0,0,0,0,0,135,11.75,155
L51390,L,28.950000000000045,37.650000000000034,1565,35.3,6,0,0,0,0,0,0,0,270,5.042857142857143,343
L51391,L,28.950000000000045,37.55000000000001,1314,52.8,8,1,0,1,0,0,0,1,360,5.866666666666666,36
M19072,M,28.850000000000023,37.450000000000045,1392,60.5,10,0,0,0,0,0,0,0,450,5.5,284
L51393,L,28.950000000000045,37.55000000000001,1465,40.7,13,0,0,0,0,0,0,0,585,2.9071428571428575,337
L51394,L,28.75,37.450000000000045,1573,36.6,15,0,0,0,0,0,0,0,675,2.2875,242
M19075,M,28.850000000000023,37.55000000000001,2157,17.8,17,0,0,0,0,0,0,0,765,0.9888888888888889,277
L51396,L,28.75,37.55000000000001,1370,50.3,20,0,0,0,0,0,0,0,900,2.395238095238095,319
L51397,L,28.75,37.450000000000045,1462,38.8,22,0,0,0,0,0,0,0,990,1.6869565217391302,342
M19078,M,28.850000000000023,37.450000000000045,1479,40.5,24,0,0,0,0,0,0,0,1080,1.62,280
L51399,L,28.75,37.55000000000001,1717,26.8,27,0,0,0,0,0,0,0,1215,0.9571428571428572,277
M19080,M,28.75,37.450000000000045,1260,65.9,29,0,0,0,0,0,0,0,1305,2.1966666666666668,292
L51401,L,28.75,37.450000000000045,1467,39.3,32,0,0,0,0,0,0,0,1440,1.190909090909091,229
M19082,M,28.850000000000023,37.450000000000045,1535,38.6,34,0,0,0,0,0,0,0,1530,1.102857142857143,237
L51403,L,28.850000000000023,37.55000000000001,1657,31.9,37,0,0,0,0,0,0,0,1665,0.8394736842105263,309
L51404,L,28.850000000000023,37.55000000000001,1698,28.1,39,0,0,0,0,0,0,0,1755,0.7025,234
L51405,L,28.950000000000045,37.55000000000001,1359,49.3,41,1,0,1,0,0,0,1,1845,1.1738095238095236,14
L51406,L,28.950000000000045,37.650000000000034,1596,37.1,43,0,0,0,0,0,0,0,1935,0.8431818181818183,179
L51407,L,29.05000000000001,37.650000000000034,1383,46.9,45,0,0,0,0,0,0,0,2025,1.0195652173913043,279
L51408,L,29.05000000000001,37.650000000000034,2203,16.6,47,0,0,0,0,0,0,0,2115,0.3458333333333334,156
M19089,M,29.05000000000001,37.650000000000034,1408,46.8,49,0,0,0,0,0,0,0,2205,0.9359999999999999,363
L51410,L,29.05000000000001,37.650000000000034,1673,32.9,52,0,0,0,0,0,0,0,2340,0.620754716981132,162
L51411,L,29.05000000000001,37.650000000000034,1340,47.8,54,0,0,0,0,0,0,0,2430,0.869090909090909,274
L51412,L,29.05000000000001,37.75,1452,42.3,56,0,0,0,0,0,0,0,2520,0.7421052631578947,270
M19093,M,29.05000000000001,37.75,1302,53.4,58,0,0,0,0,0,0,0,2610,0.9050847457627118,191
H33648,H,29.05000000000001,37.75,1522,35.9,61,0,0,0,0,0,0,0,2745,0.5790322580645161,349
L51415,L,29.05000000000001,37.650000000000034,1438,41.4,66,0,0,0,0,0,0,0,2970,0.617910447761194,169
L51416,L,29.05000000000001,37.75,1604,40.5,68,0,0,0,0,0,0,0,3060,0.5869565217391305,250
L51417,L,29.05000000000001,37.85000000000002,1832,23.2,70,0,0,0,0,0,0,0,3150,0.3267605633802817,247
M19098,M,29.150000000000034,37.85000000000002,1521,34.8,72,0,0,0,0,0,0,0,3240,0.4767123287671233,183
L51419,L,29.150000000000034,37.85000000000002,1446,37.6,75,0,0,0,0,0,0,0,3375,0.4947368421052632,351
L51420,L,29.25,37.950000000000045,1905,20.9,77,0,0,0,0,0,0,0,3465,0.26794871794871794,177
L51421,L,29.25,37.85000000000002,1475,47.9,79,0,0,0,0,0,0,0,3555,0.59875,209
L51422,L,29.25,37.85000000000002,1462,48.5,81,0,0,0,0,0,0,0,3645,0.5914634146341463,238
M19103,M,29.25,37.75,1435,42.3,83,0,0,0,0,0,0,0,3735,0.5035714285714286,254
L51424,L,29.25,37.75,1469,39.6,86,0,0,0,0,0,0,0,3870,0.45517241379310347,294
M19105,M,29.450000000000045,37.950000000000045,1520,43.0,88,0,0,0,0,0,0,0,3960,0.48314606741573035,204
L51426,L,29.450000000000045,37.85000000000002,1537,35.5,91,0,0,0,0,0,0,0,4095,0.3858695652173913,360
L51427,L,29.450000000000045,37.85000000000002,1369,60.0,93,1,0,1,0,0,0,1,4185,0.6382978723404256,6
L51428,L,29.450000000000045,37.85000000000002,1506,37.2,95,0,0,0,0,0,0,0,4275,0.3875,306
L51429,L,29.350000000000023,37.75,1330,56.9,97,1,0,1,0,0,0,1,4365,0.5806122448979592,34
L51430,L,29.450000000000045,37.85000000000002,1660,38.0,99,0,0,0,0,0,0,0,4455,0.38,321
H33665,H,29.350000000000023,37.75,1356,55.5,101,1,0,1,0,0,0,1,4545,0.5441176470588235,13
H33666,H,29.450000000000045,37.85000000000002,1438,51.0,106,0,0,0,0,0,0,0,4770,0.4766355140186916,307
M19113,M,29.450000000000045,37.85000000000002,1329,48.6,111,1,0,1,0,0,0,1,4995,0.43392857142857144,55
L51434,L,29.450000000000045,37.85000000000002,1284,68.0,114,1,0,1,1,0,0,1,5130,0.591304347826087,35
M19115,M,29.350000000000023,37.85000000000002,1387,52.1,116,0,0,0,0,0,0,0,5220,0.4452991452991453,331
M19116,M,29.450000000000045,37.85000000000002,1591,33.9,119,0,0,0,0,0,0,0,5355,0.2825,301
M19117,M,29.450000000000045,37.85000000000002,1589,39.0,122,0,0,0,0,0,0,0,5490,0.3170731707317073,308
M19118,M,29.55000000000001,37.950000000000045,1297,60.7,125,1,0,1,0,0,0,1,5625,0.48174603174603176,15
L51439,L,29.55000000000001,38.05000000000001,1545,35.1,128,0,0,0,0,0,0,0,5760,0.27209302325581397,235
H33674,H,29.55000000000001,37.950000000000045,1418,43.4,130,0,0,0,0,0,0,0,5850,0.3312977099236641,330
L51441,L,29.55000000000001,37.950000000000045,1730,28.1,135,0,0,0,0,0,0,0,6075,0.20661764705882354,360
L51442,L,29.450000000000045,37.85000000000002,2001,20.7,137,0,0,0,0,0,0,0,6165,0.15,243
L51443,L,29.450000000000045,37.85000000000002,1620,36.2,139,0,0,0,0,0,0,0,6255,0.2585714285714286,283
M19124,M,29.450000000000045,37.85000000000002,1542,39.7,141,0,0,0,0,0,0,0,6345,0.2795774647887324,163
L51445,L,29.450000000000045,37.85000000000002,1424,38.0,144,0,0,0,0,0,0,0,6480,0.2620689655172414,233
L51446,L,29.55000000000001,37.950000000000045,1440,39.5,146,0,0,0,0,0,0,0,6570,0.2687074829931973,193
L51447,L,29.450000000000045,37.85000000000002,1520,42.8,148,0,0,0,0,0,0,0,6660,0.287248322147651,257
L51448,L,29.55000000000001,37.85000000000002,1694,29.8,150,0,0,0,0,0,0,0,6750,0.19735099337748344,308
L51449,L,29.450000000000045,37.85000000000002,1610,39.2,152,0,0,0,0,0,0,0,6840,0.2562091503267974,224
L51450,L,29.450000000000045,37.75,1331,52.0,154,1,0,1,0,0,0,1,6930,0.33548387096774196,20
L51451,L,29.450000000000045,37.650000000000034,1470,41.2,156,0,0,0,0,0,0,0,7020,0.2624203821656051,264
L51452,L,29.350000000000023,37.650000000000034,1577,36.9,158,0,0,0,0,0,0,0,7110,0.2320754716981132,280
L51453,L,29.450000000000045,37.650000000000034,1486,36.4,160,0,0,0,0,0,0,0,7200,0.22608695652173913,158
L51454,L,29.25,37.450000000000045,1445,40.3,162,0,0,0,0,0,0,0,7290,0.24723926380368097,283
M19135,M,29.25,37.35000000000002,1500,36.7,164,0,0,0,0,0,0,0,7380,0.22242424242424244,177
M19136,M,29.05000000000001,37.25,1456,47.5,167,0,0,0,0,0,0,0,7515,0.28273809523809523,165
L51457,L,29.05000000000001,37.25,1743,28.1,170,0,0,0,0,0,0,0,7650,0.16432748538011696,254
L51458,L,28.850000000000023,36.950000000000045,1409,50.4,172,0,0,0,0,0,0,0,7740,0.2913294797687861,244
L51459,L,28.850000000000023,36.950000000000045,1361,45.4,174,1,0,1,0,0,0,1,7830,0.2594285714285714,58
L51460,L,28.950000000000045,36.950000000000045,1753,28.9,176,0,0,0,0,0,0,0,7920,0.16327683615819208,251
L51461,L,28.850000000000023,36.85000000000002,1832,22.9,178,0,0,0,0,0,0,0,8010,0.12793296089385475,229
L51462,L,28.75,36.75,1374,48.5,180,1,0,1,0,0,0,1,8100,0.26795580110497236,24
M19143,M,28.650000000000034,36.75,1334,61.0,182,1,0,1,0,0,0,1,8190,0.3333333333333333,15
L51464,L,28.650000000000034,36.85000000000002,1493,40.3,185,0,0,0,0,0,0,0,8325,0.21666666666666665,363
L51465,L,28.55000000000001,36.75,1317,49.0,187,1,0,1,0,0,0,1,8415,0.26063829787234044,13
M19146,M,28.55000000000001,36.75,1434,47.9,189,0,0,0,0,0,0,0,8505,0.2521052631578947,195
M19147,M,28.55000000000001,36.75,1457,39.2,192,0,0,0,0,0,0,0,8640,0.20310880829015546,229
M19148,M,28.55000000000001,36.85000000000002,1391,50.6,195,0,0,0,0,0,0,0,8775,0.25816326530612244,178
M19149,M,28.650000000000034,36.85000000000002,1781,23.9,198,0,0,0,0,0,0,0,8910,0.12010050251256281,327
L51470,L,28.650000000000034,36.85000000000002,1642,32.6,201,0,0,0,0,0,0,0,9045,0.1613861386138614,235
L51471,L,28.650000000000034,36.85000000000002,2032,19.0,203,0,0,0,0,0,0,0,9135,0.09313725490196079,161
M19152,M,28.650000000000034,36.950000000000045,2372,13.9,205,1,0,0,1,0,0,1,9225,0.06747572815533981,48
L51473,L,28.650000000000034,36.85000000000002,1393,44.9,208,0,0,0,0,0,0,0,9360,0.21483253588516746,287
M19154,M,28.55000000000001,36.950000000000045,1743,27.3,210,0,0,0,0,0,0,0,9450,0.12938388625592417,281
L51475,L,28.650000000000034,37.05000000000001,1457,40.4,213,0,0,0,0,0,0,0,9585,0.18878504672897195,194
L51476,L,28.650000000000034,37.05000000000001,2825,5.8,215,1,0,0,1,0,0,1,9675,0.026851851851851852,52
M19157,M,28.650000000000034,37.05000000000001,1609,34.2,217,0,0,0,0,0,0,0,9765,0.15688073394495414,157
M19158,M,28.650000000000034,37.05000000000001,1437,42.3,0,0,0,0,0,0,0,0,0,42.3,242
L51479,L,28.55000000000001,36.950000000000045,1402,50.1,3,0,0,0,0,0,0,0,135,12.525,294
M19160,M,28.55000000000001,36.950000000000045,1644,34.6,5,0,0,0,0,0,0,0,225,5.766666666666667,167
L51481,L,28.55000000000001,37.05000000000001,1471,51.1,8,0,0,0,0,0,0,0,360,5.677777777777778,283
L51482,L,28.55000000000001,36.950000000000045,2695,12.6,10,0,0,0,0,0,0,0,450,1.1454545454545455,318
L51483,L,28.55000000000001,37.05000000000001,1435,48.1,12,0,0,0,0,0,0,0,540,3.7,160
L51484,L,28.450000000000045,36.950000000000045,1694,26.3,14,0,0,0,0,0,0,0,630,1.7533333333333334,231
L51485,L,28.450000000000045,36.950000000000045,1687,26.6,16,0,0,0,0,0,0,0,720,1.5647058823529412,155
L51486,L,28.450000000000045,36.85000000000002,1869,22.9,18,0,0,0,0,0,0,0,810,1.2052631578947368,152
L51487,L,28.25,36.75,1259,63.9,20,1,0,1,0,0,0,1,900,3.0428571428571427,6
H33722,H,28.25,36.75,1460,47.2,22,0,0,0,0,0,0,0,990,2.0521739130434784,168
M19169,M,28.150000000000034,36.75,1501,39.5,27,0,0,0,0,0,0,0,1215,1.4107142857142858,335
L51490,L,28.25,36.85000000000002,1776,25.6,30,0,0,0,0,0,0,0,1350,0.8258064516129032,356
M19171,M,28.350000000000023,36.950000000000045,1468,40.8,32,0,0,0,0,0,0,0,1440,1.2363636363636363,222
L51492,L,28.350000000000023,36.950000000000045,1430,46.5,35,0,0,0,0,0,0,0,1575,1.2916666666666667,164
L51493,L,28.25,36.950000000000045,1502,46.6,37,0,0,0,0,0,0,0,1665,1.2263157894736842,312
H33728,H,28.25,36.950000000000045,1623,32.3,39,0,0,0,0,0,0,0,1755,0.8074999999999999,161
M19175,M,28.25,36.85000000000002,1651,29.8,44,0,0,0,0,0,0,0,1980,0.6622222222222223,171
L51496,L,28.350000000000023,36.950000000000045,1639,33.4,47,0,0,0,0,0,0,0,2115,0.6958333333333333,166
M19177,M,28.350000000000023,36.85000000000002,1417,44.6,49,0,0,0,0,0,0,0,2205,0.892,210
L51498,L,28.350000000000023,36.950000000000045,1541,42.2,52,0,0,0,0,0,0,0,2340,0.7962264150943397,328
M19179,M,28.450000000000045,37.05000000000001,1411,45.1,54,0,0,0,0,0,0,0,2430,0.8200000000000001,240
L51500,L,28.55000000000001,37.150000000000034,1397,44.6,57,0,0,0,0,0,0,0,2565,0.7689655172413793,269
L51501,L,28.55000000000001,37.05000000000001,1686,28.9,59,0,0,0,0,0,0,0,2655,0.48166666666666663,295
M19182,M,28.55000000000001,36.950000000000045,1431,44.0,61,0,0,0,0,0,0,0,2745,0.7096774193548387,211
L51503,L,28.650000000000034,37.150000000000034,1341,50.5,64,1,0,1,0,0,0,1,2880,0.7769230769230769,47
L51504,L,28.55000000000001,37.05000000000001,1486,43.0,66,0,0,0,0,0,0,0,2970,0.6417910447761194,320
L51505,L,28.450000000000045,37.05000000000001,1384,57.1,68,0,0,0,0,0,0,0,3060,0.827536231884058,150
L51506,L,28.450000000000045,36.950000000000045,1362,55.8,70,1,0,1,0,0,0,1,3150,0.7859154929577464,37
H33741,H,28.55000000000001,36.950000000000045,1660,29.3,72,0,0,0,0,0,0,0,3240,0.40136986301369865,230
L51508,L,28.450000000000045,36.950000000000045,1326,48.2,77,1,0,1,0,0,0,1,3465,0.617948717948718,28
L51509,L,28.450000000000045,36.85000000000002,1566,30.3,79,0,0,0,0,0,0,0,3555,0.37875000000000003,157
L51510,L,28.350000000000023,36.650000000000034,1549,38.5,81,0,0,0,0,0,0,0,3645,0.4695121951219512,220
M19191,M,28.450000000000045,36.75,1746,31.1,83,0,0,0,0,0,0,0,3735,0.37023809523809526,178
M19192,M,28.55000000000001,36.75,1452,41.5,86,0,0,0,0,0,0,0,3870,0.47701149425287354,321
L51513,L,28.450000000000045,36.650000000000034,1588,33.9,89,0,0,0,0,0,0,0,4005,0.37666666666666665,185
L51514,L,28.450000000000045,36.650000000000034,1472,42.5,91,0,0,0,0,0,0,0,4095,0.46195652173913043,359
L51515,L,28.55000000000001,36.75,1607,37.7,93,0,0,0,0,0,0,0,4185,0.4010638297872341,184
H33750,H,28.450000000000045,36.75,1423,53.6,95,0,0,0,0,0,0,0,4275,0.5583333333333333,166
L51517,L,28.450000000000045,36.75,1440,43.4,100,0,0,0,0,0,0,0,4500,0.4297029702970297,337
L51518,L,28.450000000000045,36.75,1397,43.7,102,0,0,0,0,0,0,0,4590,0.4242718446601942,222
L51519,L,28.55000000000001,36.75,1524,46.6,104,0,0,0,0,0,0,0,4680,0.4438095238095238,348
M19200,M,28.55000000000001,36.75,1533,40.9,106,0,0,0,0,0,0,0,4770,0.3822429906542056,276
L51521,L,28.55000000000001,36.650000000000034,1398,46.0,109,0,0,0,0,0,0,0,4905,0.41818181818181815,237
M19202,M,28.55000000000001,36.650000000000034,1284,68.2,111,1,0,1,1,0,0,1,4995,0.6089285714285715,41
L51523,L,28.55000000000001,36.650000000000034,1491,39.3,114,0,0,0,0,0,0,0,5130,0.3417391304347826,355
H33758,H,28.650000000000034,36.75,1418,51.3,116,0,0,0,0,0,0,0,5220,0.43846153846153846,213
M19205,M,28.650000000000034,36.650000000000034,1546,39.8,121,0,0,0,0,0,0,0,5445,0.3262295081967213,262
L51526,L,28.650000000000034,36.55000000000001,1598,30.4,124,0,0,0,0,0,0,0,5580,0.2432,157
H33761,H,28.75,36.650000000000034,1724,27.5,126,0,0,0,0,0,0,0,5670,0.21653543307086615,246
L51528,L,28.75,36.650000000000034,1507,44.7,131,0,0,0,0,0,0,0,5895,0.3386363636363637,290
L51529,L,28.75,36.55000000000001,1595,31.4,133,0,0,0,0,0,0,0,5985,0.2343283582089552,329
M19210,M,28.75,36.55000000000001,1568,37.5,135,0,0,0,0,0,0,0,6075,0.2757352941176471,207
L51531,L,28.650000000000034,36.450000000000045,1432,43.7,138,0,0,0,0,0,0,0,6210,0.3143884892086331,354
L51532,L,28.75,36.55000000000001,1424,42.8,140,0,0,0,0,0,0,0,6300,0.30354609929078014,259
M19213,M,28.850000000000023,36.55000000000001,1386,62.7,142,1,0,0,1,0,0,1,6390,0.43846153846153846,33
L51534,L,28.850000000000023,36.650000000000034,1456,58.1,145,0,0,0,0,0,0,0,6525,0.39794520547945206,187
H33769,H,28.850000000000023,36.650000000000034,1280,57.3,147,1,0,1,0,0,0,1,6615,0.38716216216216215,29
L51536,L,28.850000000000023,36.650000000000034,1649,31.0,152,0,0,0,0,0,0,0,6840,0.20261437908496732,356
L51537,L,28.850000000000023,36.75,1407,52.8,154,0,0,0,0,0,0,0,6930,0.3406451612903226,288
H33772,H,28.850000000000023,36.75,1606,34.5,156,0,0,0,0,0,0,0,7020,0.2197452229299363,274
M19219,M,28.950000000000045,36.85000000000002,1531,38.0,161,0,0,0,0,0,0,0,7245,0.2345679012345679,225
L51540,L,28.950000000000045,36.950000000000045,1543,35.8,164,0,0,0,0,0,0,0,7380,0.21696969696969695,271
M19221,M,28.950000000000045,36.950000000000045,1379,48.2,166,1,0,1,0,0,0,1,7470,0.288622754491018,54
L51542,L,28.950000000000045,36.950000000000045,1447,46.6,169,0,0,0,0,0,0,0,7605,0.2741176470588235,348
H33777,H,28.950000000000045,36.950000000000045,1844,24.6,171,0,0,0,0,0,0,0,7695,0.1430232558139535,308
H33778,H,28.950000000000045,36.950000000000045,1615,29.9,176,0,0,0,0,0,0,0,7920,0.16892655367231638,355
L51545,L,28.850000000000023,36.85000000000002,1449,48.8,181,0,0,0,0,0,0,0,8145,0.2681318681318681,324
L51546,L,28.850000000000023,36.75,1388,51.4,183,0,0,0,0,0,0,0,8235,0.2793478260869565,183
H33781,H,28.850000000000023,36.75,1447,42.8,185,0,0,0,0,0,0,0,8325,0.23010752688172043,293
L51548,L,28.850000000000023,36.85000000000002,1664,28.6,190,0,0,0,0,0,0,0,8550,0.14973821989528796,297
H33783,H,28.850000000000023,36.75,1735,27.2,192,0,0,0,0,0,0,0,8640,0.14093264248704662,224
L51550,L,28.850000000000023,36.75,1308,57.6,197,1,0,1,0,1,0,1,8865,0.2909090909090909,58
L51551,L,28.850000000000023,36.650000000000034,1480,40.0,199,0,0,0,0,0,0,0,8955,0.2,200
M19232,M,28.75,36.450000000000045,1439,41.7,201,0,0,0,0,0,0,0,9045,0.20643564356435645,250
M19233,M,28.75,36.55000000000001,1533,35.9,204,0,0,0,0,0,0,0,9180,0.17512195121951218,295
L51554,L,28.850000000000023,36.55000000000001,1551,34.8,207,0,0,0,0,0,0,0,9315,0.1673076923076923,343
L51555,L,28.850000000000023,36.55000000000001,1414,36.3,209,0,0,0,0,0,0,0,9405,0.17285714285714285,214
M19236,M,28.75,36.450000000000045,1551,34.6,211,0,0,0,0,0,0,0,9495,0.16320754716981134,305
M19237,M,28.650000000000034,36.450000000000045,1436,49.0,214,0,0,0,0,0,0,0,9630,0.22790697674418606,270
M19238,M,28.75,36.450000000000045,1385,45.8,217,0,0,0,0,0,0,0,9765,0.21009174311926604,182
M19239,M,28.650000000000034,36.35000000000002,1732,30.1,220,0,0,0,0,0,0,0,9900,0.13619909502262445,337
L51560,L,28.75,36.450000000000045,1410,49.0,223,0,0,0,0,0,0,0,10035,0.21875,272
L51561,L,28.75,36.450000000000045,1446,43.2,225,0,0,0,0,0,0,0,10125,0.19115044247787613,324
L51562,L,28.650000000000034,36.35000000000002,1525,39.6,227,0,0,0,0,0,0,0,10215,0.1736842105263158,179
L51563,L,28.55000000000001,36.35000000000002,1298,65.5,229,1,0,1,0,1,0,1,10305,0.2847826086956522,51
L51564,L,28.650000000000034,36.450000000000045,1443,42.7,231,0,0,0,0,0,0,0,10395,0.18405172413793106,219
L51565,L,28.650000000000034,36.55000000000001,1442,45.3,233,1,1,0,0,0,0,1,10485,0.19358974358974357,56
L51566,L,28.75,36.55000000000001,1719,31.9,0,0,0,0,0,0,0,0,0,31.9,254
L51567,L,28.850000000000023,36.650000000000034,1532,39.4,2,0,0,0,0,0,0,0,90,13.133333333333333,157
L51568,L,28.850000000000023,36.650000000000034,1701,27.2,4,0,0,0,0,0,0,0,180,5.4399999999999995,348
M19249,M,28.950000000000045,36.85000000000002,1355,45.1,6,1,0,1,0,0,0,1,270,6.442857142857143,36
M19250,M,29.05000000000001,36.950000000000045,1421,45.4,9,0,0,0,0,0,0,0,405,4.54,271
M19251,M,29.05000000000001,36.950000000000045,1368,51.6,12,1,0,1,0,0,0,1,540,3.9692307692307693,40
L51572,L,29.05000000000001,36.950000000000045,1458,45.1,15,0,0,0,0,0,0,0,675,2.81875,261
M19253,M,29.05000000000001,36.950000000000045,1572,34.6,17,0,0,0,0,0,0,0,765,1.9222222222222223,245
L51574,L,29.05000000000001,36.85000000000002,1483,48.7,20,0,0,0,0,0,0,0,900,2.3190476190476192,214
